title,occupation_code,occupation_family,occupation_family_id,description,technology_skills,salary_median,abilities,url
Psychiatric Aides,31-1133.00,Healthcare Support,31,"Sample of reported job titles:Developmental Aide, Mental Health Aide (MHA), Mental Health Worker (MHW), Psychiatric Aide, Psychiatric Assistant, Psychiatric Nursing Aide, Qualified Medication Aide (QMA), Resident Care Technician (Resident Care Tech), Residential Care Tech (Residential Care Technician), Therapeutic Program Worker (TPW)","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$20.00,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/31-1133.00
Speech-Language Pathology Assistants,31-9099.01,Healthcare Support,31,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.","['R', 'Go', 'React', 'AWS', 'Excel']",$22.14,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/31-9099.01
Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,Healthcare Support,31,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$17.94,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/31-9096.00
Bailiffs,33-3011.00,Protective Service,33,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$27.43,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-3011.00
Correctional Officers and Jailers,33-3012.00,Protective Service,33,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Git', 'Excel']",$27.87,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Attend training to learn new skills or update knowledge.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-3012.00
First-Line Supervisors of Security Workers,33-1091.00,Protective Service,33,"Sample of reported job titles:Campus Safety Chief, Public Safety Manager, Public Safety Supervisor, Security Chief, Security Director, Security Guard Supervisor, Security Lieutenant, Security Shift Supervisor, Security Supervisor, Shift Supervisor","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$28.18,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Train personnel to enhance job skills.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-1091.00
Intelligence Analysts,33-3021.06,Protective Service,33,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.","['Python', 'Java', 'JavaScript', 'C++', 'R', 'Go', 'Rust', 'HTML', 'React', 'Django', 'TensorFlow', 'Apache Spark', 'Hadoop', 'AWS', 'Azure', 'Google Cloud', 'Linux', 'Tableau', 'Excel', 'SQL', 'Apache Kafka']",$44.99,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-3021.06
Retail Loss Prevention Specialists,33-9099.02,Protective Service,33,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",$20.00,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-9099.02
School Bus Monitors,33-9094.00,Protective Service,33,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go']",$16.82,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-9094.00
Security Guards,33-9032.00,Protective Service,33,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$18.45,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Far Vision— The ability to see details at a distance.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-9032.00
Transit and Railroad Police,33-3052.00,Protective Service,33,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$39.58,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-3052.00
Transportation Security Screeners,33-9093.00,Protective Service,33,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['Java', 'R', 'Go', 'Rust', 'React', 'AWS', 'Linux', 'Excel']",$30.46,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/33-9093.00
"Cooks, Institution and Cafeteria",35-2012.00,Food Preparation and Serving Related,35,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'AWS', 'Excel', 'Perl', 'Chef']",$17.53,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/35-2012.00
Waiters and Waitresses,35-3031.00,Food Preparation and Serving Related,35,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS']",$16.23,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/35-3031.00
